OTU,Sample,Abundance,bases,avgLength,size_MB,Experiment,LibraryName,Model,SRAStudy,BioProject,sample_Sample,BioSample,SampleName,Description,Kingdom,Phylum,Class,Order,Family,Genus,Species
JQ665365.1.1211,SRR21726023,0.001067607,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_owensii
JN118552.1.1427,SRR21726029,0.0010654,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Malaciobacter_pacificus
KP453778.1.1399,SRR21726043,0.001062517,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thaonhiensis
AB675658.1.1478,SRR21726020,0.001059537,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,Portibacter_lacus
JF167719.1.1326,SRR21726043,0.001046891,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,uncultured_bacterium
KC425496.1.1421,SRR21726023,0.001044399,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured_marine
KY979171.1.1295,SRR21726043,0.001039079,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_insolitus
MG571574.1.1434,SRR21726049,0.001035442,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella_sp.
EU464755.1.1364,SRR21726043,0.001031266,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured_bacterium
JF820845.1.1442,SRR21726023,0.001028926,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella_eckloniae
KY655405.1.1219,SRR21726023,0.001028926,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas_sp.
KP261821.1.1393,SRR21726050,0.00102795,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,Pseudoroseovarius_zhejiangensis
MF928231.1.1340,SRR21726042,0.001023619,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_indica
MG889588.1.1461,SRR21726019,0.001020949,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella_sp.
AM930457.1.1449,SRR21726020,0.001020583,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,uncultured_Bacteroidetes
AB294938.1.1451,SRR21726023,0.001013453,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,uncultured_Clostridium
JX015543.1.1515,SRR21726029,0.001010157,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_bacterium
HE578782.1.1205,SRR21726043,0.001007828,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_megaterium
KX213853.1.1399,SRR21726019,0.001000931,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_bacterium
CP012202.361635.363171,SRR21726023,0.000997981,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_macleodii
JF769600.1.1503,SRR21726048,0.000997964,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
JQ212400.1.1328,SRR21726022,0.00099777,341290243,500,113,SRX17721959,32_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251983,SAMN31036824,32_16S,Green turtle juvenile esophageal swab,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),uncultured_bacterium
JQ213442.1.1362,SRR21726047,0.000995145,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_bacterium
KX097276.1.1481,SRR21726052,0.000992192,412561192,500,137,SRX17721929,27_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251953,SAMN31036819,27_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,uncultured_bacterium
JQ186004.1.1334,SRR21726029,0.000978589,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,uncultured_bacterium
KX941456.1.1413,SRR21726043,0.000976578,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,bacterium
MJLT01000027.2775.4180,SRR21726043,0.000976578,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Arthrobacter_cupressi
JQ209006.1.1358,SRR21726046,0.000975417,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_bacterium
JQ665385.1.1228,SRR21726046,0.000975417,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_harveyi
DQ486507.1.1364,SRR21726023,0.000974772,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,Rhodobacteraceae_bacterium
KC527459.1.1244,SRR21726047,0.000967244,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,uncultured_bacterium
KF515220.1.1384,SRR21726029,0.000962806,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter,Pseudooctadecabacter_jejudonensis
KC527459.1.1244,SRR21726045,0.000962306,293530160,484,103,SRX17721936,42_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251960,SAMN31036834,42_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,uncultured_bacterium
JX530554.1.1433,SRR21726019,0.000960894,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_Bacteriovorax
GU234951.1.1387,SRR21726020,0.000958257,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_marine
KX213853.1.1399,SRR21726020,0.000958257,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_bacterium
JX530554.1.1433,SRR21726048,0.000958046,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_Bacteriovorax
KF786519.1.1376,SRR21726023,0.000951563,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,uncultured,uncultured_delta
AY193154.1.1445,SRR21726020,0.000950467,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_Bacteroidetes
KP299857.1.1430,SRR21726029,0.000947022,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,uncultured_bacterium
MLAY01000031.210.1714,SRR21726049,0.00094669,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscilla,marine_bacterium
GU644357.1.1376,SRR21726023,0.000943827,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_sp.
EU459194.1.1372,SRR21726044,0.000940474,355385245,500,127,SRX17721937,43_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251961,SAMN31036835,43_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,uncultured_bacterium
JQ213752.1.1353,SRR21726022,0.000939077,341290243,500,113,SRX17721959,32_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251983,SAMN31036824,32_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,uncultured_bacterium
JQ665385.1.1228,SRR21726049,0.000934856,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_harveyi
AM882558.1.1492,SRR21726046,0.000931413,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_gamma
JF769600.1.1503,SRR21726019,0.000930866,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
FJ959375.1.1388,SRR21726051,0.000926874,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium_sp.
FJ497496.1.1440,SRR21726029,0.000923346,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,uncultured_bacterium
AY314754.1.1483,SRR21726048,0.000918127,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter_thereius
JQ212400.1.1328,SRR21726048,0.000918127,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),uncultured_bacterium
GU117926.1.1383,SRR21726020,0.000911513,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,uncultured_bacterium
JQ209480.1.1355,SRR21726029,0.000907563,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacteraceae,uncultured_bacterium
KU578507.1.1366,SRR21726029,0.000907563,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured_bacterium
JQ347351.1.1458,SRR21726023,0.000905145,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_bacterium
JQ218800.1.1494,SRR21726046,0.000894743,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_proteobacterium
JN433182.1.1362,SRR21726023,0.000889673,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_organism
JQ186004.1.1334,SRR21726023,0.000889673,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,uncultured_bacterium
MG002009.1.1209,SRR21726023,0.000889673,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,uncultured_bacterium
JQ209006.1.1358,SRR21726020,0.000888141,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_bacterium
KU533822.1.1490,SRR21726047,0.00088354,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_sp.4SWWS3-28
KX213853.1.1399,SRR21726049,0.000881605,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_bacterium
AB981838.1.1441,SRR21726050,0.0008811,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Marine_Methylotrophic_Group_3,uncultured_gamma
JQ215733.1.1343,SRR21726019,0.000880819,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured_bacterium
JQ218800.1.1494,SRR21726029,0.000875995,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_proteobacterium
JQ195094.1.1286,SRR21726049,0.000875688,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,uncultured_bacterium
EU884568.1.1445,SRR21726023,0.0008742,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,bacterium_G25-1
HQ218715.1.1464,SRR21726023,0.000866464,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,uncultured_bacterium
JQ215733.1.1343,SRR21726049,0.000863854,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured_bacterium
JX530554.1.1433,SRR21726029,0.000860212,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_Bacteriovorax
GQ154966.1.1364,SRR21726044,0.000856253,355385245,500,127,SRX17721937,43_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251961,SAMN31036835,43_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,uncultured_bacterium
CU919413.60.1396,SRR21726051,0.000853524,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,uncultured_bacterium
DQ269109.1.1317,SRR21726046,0.000850739,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Bacteroidetes
JQ215863.1.1346,SRR21726020,0.000841397,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,uncultured_bacterium
GU451493.1.1241,SRR21726019,0.000840782,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
KU578507.1.1366,SRR21726019,0.000840782,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured_bacterium
KU534323.1.1251,SRR21726043,0.000835951,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,Xenophilus_sp.
HE574854.1.1290,SRR21726049,0.00083427,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,uncultured_bacterium
EF562573.1.1498,SRR21726050,0.00083215,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,uncultured_beta
KM347966.1.1440,SRR21726050,0.00083215,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius_antarcticus
AJ242579.1.1303,SRR21726040,0.000830445,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum_tritici
KM203471.1.1200,SRR21726023,0.000827783,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,uncultured_bacterium
FJ484858.1.1244,SRR21726023,0.000820046,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,uncultured_Firmicutes
JN436172.1.1326,SRR21726052,0.000819637,412561192,500,137,SRX17721929,27_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251953,SAMN31036819,27_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,uncultured_organism
